file_name,Ticker,Year,Quarter,sentence,keyword,category,finbert_positive,finbert_negative,finbert_neutral,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,word_count
AFG_2Q24.pdf,AFG,2024,Q2,"Senior VP & CFO
Carl Henry Lindner
Co-CEO & Director
Diane P. Weidner
Vice President of Investor & Media
Relations
Stephen Craig Lindner
Co-CEO & Director
ANALYSTS
Andrew E. Andersen
Jefferies LLC, Research Division
Charles Gregory Peters
Raymond James & Associates,
Inc., Research Division
Charles William Lederer
Citigroup Inc., Research Division
Jon Paul Newsome
Piper Sandler & Co., Research
Division
Meyer Shields
Keefe, Bruyette, & Woods, Inc.,
Research Division
Michael David Zaremski
BMO Capital Markets Equity
Research
Robert Edward Farnam
Janney Montgomery Scott LLC,
Research Division AMERICAN FINANCIAL GROUP, INC. FQ2 2024 EARNINGS CALL  AUG 07, 2024
",capital markets,Financial,0.0,0.0,0.9324883222579956,43.09,10.74,12.6,0.7422680412371134,97
AFG_2Q24.pdf,AFG,2024,Q2,"spglobal.com/marketintelligence 5second quarter include 2.3 points of catastrophe losses compared to 3.5 points in the 2023 second
quarter.
",catastrophe,Financial,0.0,0.9597524404525757,0.0,40.01,9.07,7.8,0.9444444444444444,18
AFG_2Q24.pdf,AFG,2024,Q2,"We've reported overall renewal rate increases for 32 consecutive quarters, and we believe we're achieving
overall renewal rate increases in excess of prospective loss ratio trends to meet or exceed targeted
returns.
",rate increases,Financial,0.952078640460968,0.0,0.0,22.08,19.05,0.0,0.875,32
AFG_2Q24.pdf,AFG,2024,Q2,"The drought monitor continues to be significantly better than the prior two years in those growing regions
of the country.",drought,Climate,0.9524418711662292,0.0,0.0,42.72,14.0,0.0,0.95,20
AFG_2Q24.pdf,AFG,2024,Q2,"And while we have some areas of the country that could use more moisture, we don't have
any current concerns about widespread drought affecting our crop results this year.",drought,Climate,0.0,0.0,0.5000448226928711,67.42,12.98,0.0,0.9310344827586207,29
AFG_2Q24.pdf,AFG,2024,Q2,"Actually, Hurricane
Beryl pushed moisture up to the Midwest providing some relief to crops that were experiencing significant
heat.
",hurricane,Climate,0.9113132953643799,0.0,0.0,26.81,18.13,0.0,0.9473684210526315,19
AFG_2Q24.pdf,AFG,2024,Q2,This is our 12th year of rate increases in this line.,rate increases,Financial,0.0,0.0,0.587243378162384,94.15,8.04,0.0,1.0,11
AFG_2Q24.pdf,AFG,2024,Q2,"The growth in this group was partially
offset by a planned measure of caution around some of our social inflation exposed businesses, which
reduces the impact of significant rate increases on overall premium growth.
",rate increases,Financial,0.9101477861404419,0.0,0.0,36.97,20.66,0.0,0.9411764705882353,34
AFG_2Q24.pdf,AFG,2024,Q2,"We also chose to see more business in our excess liability business through the use of facultative
reinsurance placements.",reinsurance,Financial,0.0,0.0,0.6885622143745422,43.73,13.92,0.0,0.9473684210526315,19
AFG_2Q24.pdf,AFG,2024,Q2,"I'm pleased that we continue to achieve renewal rate increases in excess of 10% during the quarter and
several of those social inflation exposed businesses that I mentioned, including our public entity, social
services and excess liability businesses.
",rate increases,Financial,0.9336222410202026,0.0,0.0,15.99,23.62,0.0,0.868421052631579,38
AFG_2Q24.pdf,AFG,2024,Q2,"Our Specialty other group, although small, includes our internal reinsurance facility that
we typically don't discuss on our earnings calls as it is small.
",reinsurance,Financial,0.0,0.0,0.9464504718780518,38.66,17.93,0.0,0.9583333333333334,24
AFG_2Q24.pdf,AFG,2024,Q2,"For perspective, however, if the results for our internal reinsurance facility were simply
pushed into the Specialty Casualty results in the second quarter of this year, that group's calendar year
combined ratio would still be under 90%.
",reinsurance,Financial,0.0,0.0,0.6914896965026855,25.46,21.29,0.0,0.918918918918919,37
AFG_2Q24.pdf,AFG,2024,Q2,"Michael David Zaremski
BMO Capital Markets Equity Research
First question, I guess it's kind of high level unless you want to unpack any more details.",capital markets,Financial,0.0,0.0,0.9222033619880676,54.56,13.2,0.0,1.0,25
AFG_2Q24.pdf,AFG,2024,Q2,"Michael David Zaremski
BMO Capital Markets Equity Research
",capital markets,Financial,0.0,0.0,0.9384546875953674,29.52,13.2,0.0,1.0,8
AFG_2Q24.pdf,AFG,2024,Q2,"Michael David Zaremski
BMO Capital Markets Equity Research
Yes, that helps.",capital markets,Financial,0.0,0.0,0.794792890548706,51.85,11.67,0.0,1.0,11
AFG_2Q24.pdf,AFG,2024,Q2,"I think my brother, Craig, was asking me about Hurricane Debby,
and how much that might impact on us.",hurricane,Climate,0.0,0.0,0.7443329691886902,77.57,9.71,0.0,1.0,19
AFG_2Q24.pdf,AFG,2024,Q2,"Well, obviously, a major hurricane would cause a year not to be as good.",hurricane,Climate,0.0,0.7075262069702148,0.0,74.19,11.31,0.0,0.9285714285714286,14
AFG_2Q24.pdf,AFG,2024,Q2,"Charles Gregory Peters
Raymond James & Associates, Inc., Research Division
Maybe building on just my last question would be, Carl, I believe in your comments, you mentioned inside
the casualty business, the use of some facultative reinsurance and certain circumstances.",reinsurance,Financial,0.0,0.0,0.9095507264137268,43.22,14.98,0.0,0.975,40
AFG_2Q24.pdf,AFG,2024,Q2,"But in both
businesses, and in that business, we'd be using more facultative reinsurance, maybe on certain risks if we
want to downsize our exposure, risk by risk, depending on the risk profile.",reinsurance,Financial,0.0,0.0,0.9180887341499329,46.44,19.26,0.0,0.9090909090909091,33
AFG_2Q24.pdf,AFG,2024,Q2,"So not only have we been getting good rate increases there and taking underwriting actions in areas like
our Specialty Human Services business that we talked about last quarter or our public entity business that
we talked about last year, where we've been making some decisions on pricing as well as, for example, in
the public entity business, looking at the insured retentions, so they were writing coverage over pooled
retentions.",rate increases,Financial,0.5300566554069519,0.0,0.0,7.87,32.91,0.0,0.8169014084507042,71
