file_name,Ticker,Year,Quarter,sentence,keyword,category,finbert_positive,finbert_negative,finbert_neutral,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,word_count
CB_1Q16.pdf,CB,2016,Q1,"Call Participants
....................................................................................................................................................................
EXECUTIVES
Evan G. Greenberg
Chairman, CEO, Chairman of
Chubb Group and CEO of Chubb
Group
Helen Wilson
Philip V. Bancroft
CFO, Executive VP, CFO of Chubb
Group and Executive VP of Chubb
Group
Sean Ringsted
Chief Digital Officer of Chubb
Group, Chief Risk Officer of Chubb
Group and EVP of Chubb Group
ANALYSTS
Brian Robert Meredith
UBS Investment Bank, Research
Division
Charles Joseph Sebaski
BMO Capital Markets Equity
Research
Jay Adam Cohen
BofA Merrill Lynch, Research
Division
Jay H. Gelb
Barclays PLC, Research Division
Josh Stirling
Sanford C. Bernstein & Co., LLC.,
Research Division
Kai Pan
Morgan Stanley, Research Division
Michael Steven Nannizzi
Goldman Sachs Group Inc.,
Research DivisionRyan",capital markets,Financial,0.0,0.0,0.941396176815033,49.15,12.8,14.3,0.6964285714285714,112
CB_1Q16.pdf,CB,2016,Q1,The P&C current accident year combined ratio excluding catastrophe losses was 88.8%.,catastrophe,Financial,0.0,0.0,0.9145905375480652,42.38,11.47,0.0,1.0,12
CB_1Q16.pdf,CB,2016,Q1,"Our Life segment earnings were negatively impacted by $9 million after-tax of unfavorable claim reserve
development in our U.S. combined insurance operations and the run-off of our VA reinsurance book.",reinsurance,Financial,0.0,0.970228910446167,0.0,39.33,15.33,0.0,0.9333333333333333,30
CB_1Q16.pdf,CB,2016,Q1,"And we'll take our next question from Charles Sebaski of BMO Capital Markets.
",capital markets,Financial,0.0,0.0,0.928860604763031,66.74,8.28,0.0,1.0,13
CB_1Q16.pdf,CB,2016,Q1,"Charles Joseph Sebaski
BMO Capital Markets Equity Research
First question, Evan, I guess, is on the Personal Lines on international.",capital markets,Financial,0.0,0.0,0.9387896060943604,34.26,16.0,0.0,0.95,20
CB_1Q16.pdf,CB,2016,Q1,"Charles Joseph Sebaski
BMO Capital Markets Equity Research
",capital markets,Financial,0.0,0.0,0.9411525130271912,29.52,13.2,0.0,1.0,8
CB_1Q16.pdf,CB,2016,Q1,"Charles Joseph Sebaski
BMO Capital Markets Equity Research
Okay.",capital markets,Financial,0.0,0.0,0.9384052157402039,36.96,12.49,0.0,1.0,9
CB_1Q16.pdf,CB,2016,Q1,"Charles Joseph Sebaski
BMO Capital Markets Equity Research
Which I think is different than how you did it before.",capital markets,Financial,0.0,0.0,0.9321080446243286,52.19,11.81,0.0,1.0,19
CB_1Q16.pdf,CB,2016,Q1,"Charles Joseph Sebaski
BMO Capital Markets Equity Research CHUBB LIMITED FQ1 2016 EARNINGS CALL  MAY 05, 2016
WWW.SPCAPITALIQ.COM 12
Copyright © 2017 S&P Global Market Intelligence, a division of",capital markets,Financial,0.0,0.0,0.9409767389297485,40.35,14.17,0.0,0.9655172413793104,29
CB_1Q16.pdf,CB,2016,Q1,"Exposure to a couple of earthquakes we've seen recently and
some of the activity in Texas?
",earthquake,Climate,0.0,0.0,0.7241056561470032,55.24,13.9,0.0,0.9375,16
