file_name,Ticker,Year,Quarter,sentence,keyword,category,finbert_positive,finbert_negative,finbert_neutral,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,word_count
JRVR_3Q20.pdf,JRVR,2020,Q3,"This last quarter was the 15th quarter in a row, we've
reported significant rate increases.",rate increases,Financial,0.9264107942581177,0.0,0.0,56.25,14.0,0.0,0.9333333333333333,15
JRVR_3Q20.pdf,JRVR,2020,Q3,"In 8 of these 15 quarters, renewal rate increases on our E&S business have been
greater than 5%.",rate increases,Financial,0.9198014736175537,0.0,0.0,78.59,11.64,0.0,1.0,18
JRVR_3Q20.pdf,JRVR,2020,Q3,"Our calendar year paid and reported loss ratios in Core E&S is 24% on a [ 0.5% ]
reported through 3 quarters.",loss ratios,Financial,0.0,0.8318547606468201,0.0,78.25,6.0,0.0,0.9545454545454546,22
JRVR_3Q20.pdf,JRVR,2020,Q3,"In this quarter, we were particularly glad that our focus on casualty business allowed us to avoid significant exposure to, or
losses from, the very difficult hurricane season work or from COVID-19 losses.",hurricane,Climate,0.9238020181655884,0.0,0.0,29.52,20.47,0.0,0.9696969696969697,33
JRVR_3Q20.pdf,JRVR,2020,Q3,"In our Reinsurance Division, we wrote $91 million in gross
written premiums through 9 months, which was a 21% reduction compared to last year.",reinsurance,Financial,0.0,0.8060671091079712,0.0,55.58,16.27,0.0,1.0,24
JRVR_3Q20.pdf,JRVR,2020,Q3,The reinsurance segment has reported 102.1% combined ratio for the quarter.,reinsurance,Financial,0.0,0.0,0.7053442001342773,57.43,9.47,0.0,1.0,11
JRVR_3Q20.pdf,JRVR,2020,Q3,"Pricing in this segment is improving, and
our internal study show renewal rate increases, including changes in terms and conditions of 4.3%, 6.4%, and 8.7% in
2018, 2019 and year-to-date 2020, respectively.
",rate increases,Financial,0.9474565386772156,0.0,0.0,60.61,13.03,11.9,0.84375,32
JRVR_3Q20.pdf,JRVR,2020,Q3,"The expense ratio has also
benefited from the offset of sliding scale commissions in our casualty reinsurance portfolio this quarter.",reinsurance,Financial,0.8973264694213867,0.0,0.0,25.8,18.0,0.0,1.0,20
JRVR_3Q20.pdf,JRVR,2020,Q3,"Moving on, this quarter, we posted a loss ratio of 69.4% and accident year loss ratio of 66.6%, largely in line with the
balance of this year, despite powerful rate increases, low loss emergence and meaningfully reduced claims frequency.",rate increases,Financial,0.0,0.6151570081710815,0.0,66.74,8.28,10.5,0.8205128205128205,39
JRVR_3Q20.pdf,JRVR,2020,Q3,"As
Adam highlighted, E&S renewal rate increases were 12.8% this quarter, and have increased 30% cumulatively since the
start of 2017.
",rate increases,Financial,0.9461978673934937,0.0,0.0,60.82,11.82,0.0,1.0,21
JRVR_3Q20.pdf,JRVR,2020,Q3,"We had adverse development of about $6.2 million in our casualty reinsurance book, but $2.9 million of this was
offset by sliding scale commission adjustments, which come through the expense ratio.
",reinsurance,Financial,0.0,0.9092118144035339,0.0,61.02,10.57,10.5,0.9354838709677419,31
JRVR_3Q20.pdf,JRVR,2020,Q3,"But I know that rate increases can bounce around based on mix of
business in any given quarter.
",rate increases,Financial,0.0,0.0,0.6324424743652344,78.59,9.42,0.0,1.0,18
JRVR_3Q20.pdf,JRVR,2020,Q3,One of the things we do is don't expose ourselves to catastrophe losses.,catastrophe,Financial,0.0,0.0,0.9018424153327942,75.2,8.28,0.0,1.0,13
JRVR_3Q20.pdf,JRVR,2020,Q3,"So I think we've been getting -- I don't -- I do not think we
are finished as an industry with the rate increases.",rate increases,Financial,0.0,0.0,0.6431582570075989,74.53,12.44,0.0,0.8333333333333334,24
JRVR_3Q20.pdf,JRVR,2020,Q3,"So we're not -- we've already been exposed to that first $1 million, and that's not where the social inflation is really being
felt, and so I think these rate increases are helping.",rate increases,Financial,0.6524956226348877,0.0,0.0,55.92,15.3,0.0,0.9393939393939394,33
JRVR_3Q20.pdf,JRVR,2020,Q3,"I think there were some
one-offs in casualty reinsurance this quarter.",reinsurance,Financial,0.0,0.9178483486175537,0.0,60.31,11.67,0.0,1.0,11
JRVR_3Q21.pdf,JRVR,2021,Q3,"And secondly, by driving strong growth and attractive rate increases throughout our 2 very
strong insurance franchises, our E&S unit which has long been an industry leader and our Specialty Admitted unit, which
we emphasize our fronting capabilities and fee income generation.
",rate increases,Financial,0.9110243916511536,0.0,0.0,20.39,27.28,0.0,0.8333333333333334,42
JRVR_3Q21.pdf,JRVR,2021,Q3,"Over the subsequent 4 quarters, we've taken advantage of dislocation in the market as well as
rate increases to grow the core E&S book by 25%.",rate increases,Financial,0.9508069157600403,0.0,0.0,53.55,16.55,0.0,0.8846153846153846,26
JRVR_3Q21.pdf,JRVR,2021,Q3,"spglobal.com/marketintelligence 5inflation, the impact of climate change, a continued low-interest-rate environment and the hangover effect associated
with soft market era underwriting, lead me to believe that the market's current pricing and underwriting discipline should
continue well into 2022.
",climate change,Climate,0.7131966352462769,0.0,0.0,-9.4,25.73,0.0,0.9210526315789473,38
JRVR_3Q21.pdf,JRVR,2021,Q3,"Excluding the Excess Casualty line, rate increases
were stable compared to the second quarter.",rate increases,Financial,0.9243139028549194,0.0,0.0,31.89,14.17,0.0,0.9285714285714286,14
JRVR_3Q21.pdf,JRVR,2021,Q3,"In total, the third quarter represented the 19th consecutive quarter of renewal rate increases in the E&S segment,
compounding to 46% over that period.",rate increases,Financial,0.9449695348739624,0.0,0.0,30.2,19.6,0.0,0.875,24
JRVR_3Q21.pdf,JRVR,2021,Q3,Frank has already commented on the adverse development in the Casualty Reinsurance segment.,reinsurance,Financial,0.0,0.9485973119735718,0.0,24.44,17.51,0.0,0.9230769230769231,13
JRVR_3Q21.pdf,JRVR,2021,Q3,"Our reinsurance incepts at $5 million of losses and
provides for $40 million of limit.",reinsurance,Financial,0.0,0.7620379328727722,0.0,64.71,8.67,0.0,0.8666666666666667,15
JRVR_3Q21.pdf,JRVR,2021,Q3,"Reinstatement premiums are a function of excess of loss
reinsurance, which is what these treaties are.",reinsurance,Financial,0.0,0.0,0.9178804159164429,55.24,13.9,0.0,0.9375,16
JRVR_3Q21.pdf,JRVR,2021,Q3,"The E&S ex cat accident year loss ratio, adjusted for the casualty related reinstatement premiums and the commercial
auto LPT would have been 64.6%, consistent with our performance year-to-date and in excess of our historical fully
developed loss ratios for prior years in core E&S.",loss ratios,Financial,0.8192915916442871,0.0,0.0,40.18,17.89,0.0,0.8666666666666667,45
JRVR_3Q21.pdf,JRVR,2021,Q3,"I know it's
reinsurance.",reinsurance,Financial,0.0,0.0,0.9031254053115845,75.88,11.6,0.0,1.0,4
