file_name,Ticker,Year,Quarter,sentence,keyword,category,finbert_positive,finbert_negative,finbert_neutral,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,word_count
MAP_1Q15.pdf,MAP,2015,Q1,"Are you thinking of adopting some
excess cost reinsurance to protect you against a future recurrence of such events?
",reinsurance,Financial,0.0,0.0,0.8998637199401855,60.65,11.81,0.0,0.8947368421052632,19
MAP_1Q15.pdf,MAP,2015,Q1,"In terms of reinsurance,
we have changed our policy on car insurance.",reinsurance,Financial,0.0,0.0,0.8800951242446899,67.76,14.8,0.0,1.0,12
MAP_1Q15.pdf,MAP,2015,Q1,"[ph] that accumulated within -- more than 13 years --
13 days continually, which involves difficulties in terms of considering these as a catastrophic event in
a reinsurance contract.",reinsurance,Financial,0.0,0.6365926265716553,0.0,27.15,19.69,0.0,0.8620689655172413,29
MAP_1Q15.pdf,MAP,2015,Q1,"In any case, reinsurance is one of the measures, but the main measures should
come and they are coming from the side of increasing tariffs and increasing deductibles.",reinsurance,Financial,0.0,0.0,0.5024909377098083,59.98,14.06,0.0,0.8214285714285714,28
MAP_1Q15.pdf,MAP,2015,Q1,"Are we -- due to the worsening loss ratios, are we looking at
more reinsurance there?",loss ratios,Financial,0.0,0.0,0.8190852999687195,73.17,11.33,0.0,0.9375,16
MAP_1Q15.pdf,MAP,2015,Q1,"Are we -- due to the worsening loss ratios, are we looking at
more reinsurance there?",reinsurance,Financial,0.0,0.0,0.8190852999687195,73.17,11.33,0.0,0.9375,16
MAP_1Q15.pdf,MAP,2015,Q1,"So my question was that on MAPFRE FAMILIAR, the -- especially motor and home, the loss ratios are
increasing.",loss ratios,Financial,0.0,0.5717281103134155,0.0,53.21,13.87,0.0,0.9473684210526315,19
MAP_1Q15.pdf,MAP,2015,Q1,"So are we looking at more reinsurance there to -- as a safety measure?
",reinsurance,Financial,0.0,0.0,0.8791335821151733,75.2,8.28,0.0,1.0,14
MAP_1Q15.pdf,MAP,2015,Q1,"Look, reinsurance, we don't really buy to a large extent in the FAMILIAR business.",reinsurance,Financial,0.0,0.0,0.9307329654693604,57.27,11.31,0.0,1.0,14
MAP_1Q15.pdf,MAP,2015,Q1,"We do
have reinsurance, but for very extreme events on both cases and in the case of household insurance, we
also have a public scheme in Spain called Consortium",reinsurance,Financial,0.0,0.0,0.9289268255233765,58.96,15.74,0.0,0.9310344827586207,29
MAP_1Q15.pdf,MAP,2015,Q1,"But reinsurance is not really a meaningful means of correcting that
in the retail business in Spain.",reinsurance,Financial,0.0,0.0,0.8819853663444519,54.22,13.86,0.0,0.9411764705882353,17
MAP_1Q16.pdf,MAP,2016,Q1,"We have had extraordinary losses in EMEA due to negative runoffs in ASISTENCIA as well
as several large corporate claims of GLOBAL RISKS due to 2 big losses in Germany and U.K. And finally in
APAC, results have been affected by the Taiwan earthquake.
",earthquake,Climate,0.0,0.9608729481697083,0.0,57.61,13.35,0.0,0.8181818181818182,44
MAP_1Q16.pdf,MAP,2016,Q1,"It's also worth mentioning the impact from the Taiwan earthquake on the
results at GLOBAL RISKS in APAC.
",earthquake,Climate,0.0,0.0,0.8963747024536133,70.13,9.42,0.0,0.8888888888888888,18
MAP_1Q16.pdf,MAP,2016,Q1,"The expense ratio has
fallen by 0.9 percentage points, thanks to higher commissions from ceded reinsurance in the U.S.A.,
reductions in the motor and industrial risk segments in Brazil, improvement in the already high efficiency
levels in Iberia, decreases in Mexico in motor, industrial risk and health segments.",reinsurance,Financial,0.0,0.964293360710144,0.0,46.78,13.9,13.6,0.7708333333333334,48
MAP_1Q16.pdf,MAP,2016,Q1,"Concerning MAPFRE U.S.A., Niccolo Dalla Palma from Exane BNP Paribas asks the
following questions on the U.S.A. 102% combined ratio in a quarter, that was light in natural catastrophes
looks like?",catastrophe,Financial,0.0,0.0,0.9059110879898071,69.48,9.28,10.5,0.9354838709677419,31
