file_name,Ticker,Year,Quarter,sentence,keyword,category,finbert_positive,finbert_negative,finbert_neutral,vader_positive,vader_negative,vader_neutral,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,word_count,named_entity_count
APO_4Q12.pdf,APO,2012,4Q,"Putting all of these factors together, the capital markets window is open for monetizations that we
continue to capitalize on, playing to the strengths of our flexible business model.",capital markets,Financial,1.0,1.9346218849136676e-08,4.172089163034798e-08,0.198,0.0,0.802,33.58,17.12,0.0,0.896551724137931,29,0
APO_4Q12.pdf,APO,2012,4Q,"And so when you think
whether this is postcrisis or some of the capital issues or some of the performance, there's a whole host
of reasons why the insurance industry is going through change, which means that liability blocks in the
reinsurance are for sale and businesses are for sale.",reinsurance,Financial,1.917116424010601e-05,0.015887774527072906,0.9840930700302124,0.0,0.073,0.927,37.65,24.8,0.0,0.8,50,0
APO_4Q15.pdf,APO,2015,4Q,"And so even though you do get some mark-to-
market volatility in these cycles, what we try to do is position ourselves very defensively on our existing
portfolio, not sell it, weather the storm while we're adding on offense.",market volatility,Risk,0.9995504021644592,2.1996609575580806e-05,0.0004274827952031046,0.0,0.095,0.905,48.81,20.73,0.0,0.9487179487179487,39,0
APO_4Q16.pdf,APO,2016,4Q,"They continue to
focus on a number of different levers, whether it's reinsurance flows, new product sales, and also they
just did another funding agreement, backed note, which helps derive more assets for them.",reinsurance,Financial,0.8830196261405945,8.486973456456326e-06,0.11697180569171906,0.267,0.0,0.733,45.43,15.95,0.0,1.0,34,0
APO_4Q17.pdf,APO,2017,4Q,"Given the continued seasoning of the portfolios we manage, if capital markets remain strong, we
expect the pace of realizations to increase going forward.",capital markets,Financial,0.9991040825843811,1.316215730184922e-05,0.0008826918201521039,0.203,0.0,0.797,30.2,16.27,0.0,0.8333333333333334,24,0
APO_4Q17.pdf,APO,2017,4Q,"They are more scalable, their market volatility is lower.",market volatility,Risk,0.901043713092804,0.000922959006857127,0.09803328663110733,0.0,0.216,0.784,62.34,8.04,0.0,1.0,9,0
APO_4Q18.pdf,APO,2018,4Q,"And, finally, among our strategic capital initiatives during the quarter Athene had inflows of more than $10
billion, of which included $7.5 billion of assets in connection with their reinsurance transaction for Lincoln's
fixed annuity assets.
",reinsurance,Financial,0.1756872683763504,0.0005997195839881897,0.8237130641937256,0.091,0.0,0.909,44.75,13.87,0.0,0.9444444444444444,36,5
APO_4Q18.pdf,APO,2018,4Q,"So from a performance quarter, notwithstanding the equity market volatility, Q4 continued the trend
that we had seen for much of the year, solid mid-single digits across the portfolio on average, sort of mid-
single-digit revenue and EBITDA growth across the portfolio.",market volatility,Risk,1.0,3.5836631440133715e-09,3.764247225035433e-08,0.097,0.0,0.903,28.85,23.47,0.0,0.8571428571428571,42,3
APO_4Q20.pdf,APO,2020,4Q,"The impact of this global health and economic crisis, including illness, numerable losses,
record unemployment and extreme market volatility are far-reaching and will be felt for a long, long time.",market volatility,Risk,0.003699695458635688,0.7642650604248047,0.23203523457050323,0.0,0.332,0.668,32.57,18.67,0.0,0.9333333333333333,30,0
APO_4Q20.pdf,APO,2020,4Q,"I'm just curious, as you
think about building for the next decade, where real estate infrastructure, retail, capital markets like the other areas to
grow and broaden Apollo to help investors with your mission.",capital markets,Financial,0.0033228350803256035,0.0009777449304237962,0.9956995248794556,0.195,0.0,0.805,45.43,15.95,0.0,0.9411764705882353,34,2
APO_4Q20.pdf,APO,2020,4Q,"But across our platform, if we want to raise more money, we can be more aggressive in the reinsurance
market.",reinsurance,Financial,0.37644535303115845,0.011300389654934406,0.6122542023658752,0.067,0.107,0.826,68.1,12.0,0.0,0.9,20,0
