file_name,Ticker,Year,Quarter,sentence,keyword,category,finbert_positive,finbert_negative,finbert_neutral,vader_positive,vader_negative,vader_neutral,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,word_count,named_entity_count
EG_1Q19.pdf,EG,2019,1Q,"It was a very strong financial quarter for Everest, with contributions to profit from reinsurance, insurance
and investments.",reinsurance,Financial,1.0,4.452503699070576e-09,8.083985036932972e-09,0.302,0.0,0.698,36.28,18.31,0.0,1.0,18,1
EG_1Q19.pdf,EG,2019,1Q,"We also continue to increase our market profile, with top line growth in both our
reinsurance and insurance businesses.",reinsurance,Financial,1.0,2.4451001223724234e-09,2.132281196054464e-08,0.295,0.0,0.705,52.19,16.02,0.0,0.9473684210526315,19,0
EG_1Q19.pdf,EG,2019,1Q,"Rate increases achieved at January 1 and
April 1, reinsurance renewals and any further rate increases will be earned throughout the year providing
additional improvement to the attritional results.
",rate increases,Financial,1.0,1.5188720281500423e-09,4.537542341864764e-09,0.1,0.0,0.9,25.12,19.88,0.0,0.896551724137931,29,3
EG_1Q19.pdf,EG,2019,1Q,"Although it has taken 2 years of losses to bring change to
the underwriting and pricing of the most challenging areas, notably wildfire and the AOB and LAE issues in
Florida.
",wildfire,Climate,2.166486592614092e-05,0.9999712705612183,7.055056357785361e-06,0.058,0.083,0.859,48.47,16.27,0.0,0.8064516129032258,31,4
EG_1Q19.pdf,EG,2019,1Q,"I'm not declaring victory by any stretch, but it is encouraging to see both the
primary and reinsurance markets demonstrating a rational response to the issues at hand.
",reinsurance,Financial,1.0,2.219853634244373e-08,2.067032589536666e-08,0.263,0.0,0.737,43.06,18.34,0.0,0.9285714285714286,28,0
EG_1Q19.pdf,EG,2019,1Q,"While our insurance operations may get overlooked by investors sitting alongside one
of the largest and premier reinsurance franchises in the world, the reality is that our insurance group is
trending to end the year at record profits and will likely end the year ahead of many of its peers.",reinsurance,Financial,0.9999998807907104,7.945310898094249e-08,3.934647097025845e-08,0.056,0.021,0.923,37.65,24.0,0.0,0.76,50,3
EG_1Q19.pdf,EG,2019,1Q,"While both reinsurance
and insurance benefit from being part of a larger group and the many synergies they create, they each
have a great potential and value on their own and into the future.
",reinsurance,Financial,1.0,1.0018286644708496e-08,3.803334180929596e-08,0.293,0.0,0.707,45.43,19.48,0.0,0.8235294117647058,34,0
EG_1Q19.pdf,EG,2019,1Q,"These results were driven by strong underwriting results
across the group, stable investment income and lower catastrophe losses compared to the first quarter EVEREST RE GROUP, LTD.",catastrophe,Financial,1.0,2.80642398209352e-09,4.466427672156215e-09,0.149,0.253,0.598,44.07,15.24,0.0,0.9259259259259259,27,3
EG_1Q19.pdf,EG,2019,1Q,"In the first quarter of 2019, Everest saw $25 million of catastrophe losses related to flooding in Australia
compared to $100 million of catastrophe losses reported during the first quarter of 2018.",catastrophe,Financial,1.8296512280358e-05,0.9940553903579712,0.005926326848566532,0.0,0.336,0.664,39.0,16.55,0.0,0.6875,32,6
EG_1Q19.pdf,EG,2019,1Q,"Estimated net favorable prior year catastrophe
development was offset by $24 million of adverse catastrophe development on the third quarter 2018
Japan loss events.",catastrophe,Financial,0.0018507668282836676,0.03734874725341797,0.9608005285263062,0.087,0.381,0.532,30.2,16.27,0.0,0.9166666666666666,24,4
EG_1Q19.pdf,EG,2019,1Q,"No other events breached our $10 million catastrophe threshold in the first quarter of
2019.",catastrophe,Financial,0.0030128995422273874,0.01675126701593399,0.9802358150482178,0.0,0.337,0.663,73.17,8.67,0.0,1.0,15,2
EG_1Q19.pdf,EG,2019,1Q,"Our reported combined ratio of 88.7% was lower than first quarter last year, primarily due to
the lower reported catastrophe losses in 2019.
",catastrophe,Financial,4.807388904737309e-06,0.9999905824661255,4.55731697002193e-06,0.0,0.377,0.623,51.34,9.82,0.0,0.9130434782608695,23,3
EG_1Q19.pdf,EG,2019,1Q,"The increase reflects a lower level of paid catastrophe losses in 2019
compared to 2018.
",catastrophe,Financial,0.011148913763463497,0.015205253846943378,0.9736459255218506,0.106,0.431,0.463,64.71,8.67,0.0,1.0,15,2
EG_1Q19.pdf,EG,2019,1Q,"7We are pleased to report a robust underwriting profit and solid premium growth for the Everest
Reinsurance division during the first quarter of 2019.",reinsurance,Financial,1.0,2.2947301836495626e-09,1.9844845766670005e-09,0.408,0.0,0.592,38.66,16.27,0.0,0.9583333333333334,24,2
EG_1Q19.pdf,EG,2019,1Q,"This quarter, we continue to see the value of partnership with clients, where the reinsurance relationship
is strategic for all involved.",reinsurance,Financial,0.9972023963928223,5.4967449614196084e-06,0.0027921991422772408,0.107,0.0,0.893,50.16,16.02,0.0,0.9523809523809523,21,1
EG_1Q19.pdf,EG,2019,1Q,"While not a hard market by historical standards, increasing evidence of stabilization
on both underlying business and reinsurance business continues.
",reinsurance,Financial,0.9999988079071045,7.596517548336124e-07,4.307610765863501e-07,0.067,0.0,0.933,8.88,22.0,0.0,0.95,20,0
EG_1Q19.pdf,EG,2019,1Q,"The market has been reconsidering rates on some key perils and is now painfully aware of the risk
embedded in historically less conspicuous perils such as wildfire.",wildfire,Climate,1.1482408126539667e-06,0.9994231462478638,0.0005757552571594715,0.0,0.18,0.82,35.61,16.73,0.0,0.9629629629629629,27,0
EG_1Q19.pdf,EG,2019,1Q,"Overall reinsurance market capacity remains tight as both traditional and alternative capital are
recalibrating their assumptions on loss costs, exposures, risk assessment and various risk peril,
particularly given the amount of catastrophe losses over the last 2 years.",catastrophe,Financial,0.7577852010726929,0.18114817142486572,0.06106668338179588,0.0,0.345,0.655,-0.94,26.78,0.0,0.9210526315789473,38,1
EG_1Q19.pdf,EG,2019,1Q,"And they are becoming more
selective as to whom they will back and the terms and conditions with which they deploy capacity, which is
a positive step in the evolution of the overall reinsurance market.
",reinsurance,Financial,0.9999997615814209,7.2099011205750685e-09,1.839849943507943e-07,0.098,0.0,0.902,44.41,20.86,0.0,0.8285714285714286,35,0
EG_1Q19.pdf,EG,2019,1Q,"At the same
time, there is increased demand as our customers reunderwrite their primary books, apply rate increases
and seek to manage their net exposure.
",rate increases,Financial,0.727064847946167,0.0020828053820878267,0.27085235714912415,0.079,0.056,0.865,46.1,16.4,0.0,0.96,25,0
EG_1Q19.pdf,EG,2019,1Q,"For the reinsurance division overall, we wrote $1.5 billion of
gross premium and reported an 86.5% combined ratio.",reinsurance,Financial,5.3633633797289804e-05,1.965404180737096e-06,0.9999444484710693,0.0,0.154,0.846,56.93,11.29,9.7,1.0,18,2
EG_1Q19.pdf,EG,2019,1Q,"Original casualty rates have seen
pockets of improvement, with reinsurance terms and pricing stable and, in some cases, increasing.",reinsurance,Financial,0.9999988079071045,6.468537208093039e-07,5.566939762502443e-07,0.29,0.131,0.579,35.27,18.13,0.0,1.0,19,0
