file_name,Ticker,Year,Quarter,sentence,keyword,category,finbert_positive,finbert_negative,finbert_neutral,vader_positive,vader_negative,vader_neutral,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,word_count,named_entity_count
AIZ_3Q13.pdf,AIZ,2013,3Q,"And we strengthened our position as a leading administrator of the National Flood Insurance Program by
purchasing renewal rights on a block of policies from Travelers.
",flood,Climate,0.9999998807907104,3.21068371889055e-09,6.712185296464668e-08,0.101,0.105,0.794,28.17,21.17,0.0,0.9230769230769231,26,2
AIZ_3Q13.pdf,AIZ,2013,3Q,"I'll now move to Specialty Property, which again reported very good results due to the lack of hurricane
activity in the third quarter.",hurricane,Climate,0.9998509883880615,8.750178676564246e-05,6.151272827992216e-05,0.121,0.087,0.793,48.13,17.9,0.0,0.9130434782608695,23,2
AIZ_3Q13.pdf,AIZ,2013,3Q,"In addition, the transaction with Travelers make Specialty Property the second largest National Flood
Insurance Program administrator.",flood,Climate,0.00234724092297256,4.7747205826453865e-05,0.9976050853729248,0.0,0.0,1.0,3.46,25.62,0.0,0.9411764705882353,17,4
AIZ_3Q13.pdf,AIZ,2013,3Q,"It will provide us added insight into the broader residential flood
insurance market.",flood,Climate,0.0019033721182495356,3.145830532957916e-06,0.9980935454368591,0.0,0.0,1.0,41.36,11.35,0.0,1.0,13,0
AIZ_3Q13.pdf,AIZ,2013,3Q,"Specialty Property's third quarter results benefited from no reportable catastrophes, as well as continued
growth of our lender-placed and multifamily housing businesses.",catastrophe,Financial,1.0,7.234132848310537e-09,3.790593616770366e-09,0.181,0.085,0.734,15.31,21.53,0.0,0.9545454545454546,22,2
AIZ_3Q13.pdf,AIZ,2013,3Q,"The FHFA has put out proposed regulations on changes
involving commissions and reinsurance.",reinsurance,Financial,8.194414476747625e-06,0.0009303766419179738,0.9990614056587219,0.0,0.0,1.0,41.36,17.51,0.0,1.0,13,1
AIZ_3Q13.pdf,AIZ,2013,3Q,"And the discussions from what you've heard have been centered on those 2 issues of commissions
and reinsurance?",reinsurance,Financial,2.4705238956812536e-06,0.0002605854533612728,0.9997368454933167,0.0,0.0,1.0,61.67,13.87,0.0,1.0,18,1
AIZ_3Q14.pdf,AIZ,2014,3Q,"Assurant Specialty Property's results also were strong, reflecting the benign hurricane season.",hurricane,Climate,1.0,1.8737973395133167e-09,1.0522965832038267e-09,0.359,0.0,0.641,8.53,21.47,0.0,1.0,12,1
AIZ_3Q14.pdf,AIZ,2014,3Q,"Non-catastrophe losses increased slightly, driven by the
higher frequency of claims from properties that moved to foreclosure.",catastrophe,Financial,0.6602262258529663,0.050709743052721024,0.289063960313797,0.103,0.207,0.69,37.3,16.21,0.0,1.0,17,0
AIZ_3Q14.pdf,AIZ,2014,3Q,"Claims activity was only partially
mitigated by the ACA reinsurance and risk adjustment programs.",reinsurance,Financial,0.0003760804538615048,0.00020310358377173543,0.9994207620620728,0.0,0.139,0.861,23.43,19.89,0.0,1.0,14,1
AIZ_3Q14.pdf,AIZ,2014,3Q,"As of September 30, our estimated
recoveries from the reinsurance and risk adjustment programs increased to $257 million, also a reflection
of growth in premiums related to ACA plans.",reinsurance,Financial,0.9993674159049988,1.4747663499292685e-06,0.0006311823963187635,0.148,0.066,0.786,25.12,21.26,0.0,0.9310344827586207,29,3
AIZ_3Q14.pdf,AIZ,2014,3Q,"As hurricane season draws to a close, our strong holding company capital position and segment dividend
capacity should provide us with additional flexibility to repurchase shares and to make investments in our
business organic or through M&A.",hurricane,Climate,1.0,5.7430957767223845e-09,2.6164350686030957e-08,0.193,0.0,0.807,17.0,24.53,0.0,0.8918918918918919,37,0
AIZ_3Q14.pdf,AIZ,2014,3Q,"And that is, I guess, can you give us any sense yet -- maybe you've gotten some state approvals already
on rates -- on rate increases, but can you give us some help on understanding the magnitude of the rate
increases, particularly those that you've already gotten approval on?",rate increases,Financial,0.00047060937504284084,0.0002632589894346893,0.9992660880088806,0.143,0.0,0.857,40.69,22.2,0.0,0.6938775510204082,49,0
AIZ_3Q14.pdf,AIZ,2014,3Q,"Now to your question on
the rate increase side, we've been filing rate increases.",rate increases,Financial,4.49059261882212e-05,0.00012498720025178045,0.9998300075531006,0.15,0.0,0.85,74.19,8.46,0.0,0.9285714285714286,14,0
AIZ_3Q14.pdf,AIZ,2014,3Q,"If you think about the assumptions that go into
figuring out what kind of rate you need to get back to your targeted margins, I guess at what point in time
did you really start filing these rate increases?",rate increases,Financial,0.00010240595292998478,0.0019251962658017874,0.997972309589386,0.0,0.0,1.0,57.27,19.7,0.0,0.8717948717948718,39,0
AIZ_3Q14.pdf,AIZ,2014,3Q,"Reinsurance, we've got that one pretty
well understood, and it's just going to be a function of how the government decides to coinsure reimburse,
whether it's going to be 80% or something higher.",reinsurance,Financial,0.06805604696273804,0.0005263364873826504,0.9314176440238953,0.15,0.0,0.85,46.44,16.84,0.0,0.8484848484848485,33,2
AIZ_3Q15.pdf,AIZ,2015,3Q,"Next year, absent significant hurricane activity, we believe we can sustain results
in our ongoing businesses by expanding share in our targeted areas as we manage the normalization of
lender-placed and other runoff operations.",hurricane,Climate,1.0,2.3546714800204427e-08,1.291580620232935e-08,0.111,0.0,0.889,11.59,24.19,0.0,0.8823529411764706,34,1
AIZ_3Q15.pdf,AIZ,2015,3Q,"Overall results, however, benefited from lower
catastrophe reinsurance costs, no hurricane activity and lower non-catastrophe losses.",catastrophe,Financial,0.9999998807907104,8.169924825551789e-08,1.681238792627937e-08,0.0,0.555,0.445,-12.45,18.9,0.0,0.9375,16,0
AIZ_3Q15.pdf,AIZ,2015,3Q,"As noted in the release, recoverables for 2015 policies
under reinsurance and risk-adjuster programs totaled $371 million as of September 30, 2015.",reinsurance,Financial,6.55474195809802e-06,0.00037487587542273104,0.9996185302734375,0.0,0.0,1.0,40.69,12.44,0.0,1.0,22,3
AIZ_3Q15.pdf,AIZ,2015,3Q,"What I would reiterate is something I said in the call remarks, which
is that as we think about next year broadly, absent cats or significant hurricane activity, we believe we
can sustain results in our ongoing businesses really through the combination of growth and market share
expansion in Property and Solutions, which offsets the ongoing lender-placed normalization in some of the
other runoff operations we have around credit and service contracts.
",hurricane,Climate,1.0,1.0042449538616438e-08,1.7941982122238187e-08,0.144,0.0,0.856,-10.07,35.47,0.0,0.7777777777777778,72,2
AIZ_3Q15.pdf,AIZ,2015,3Q,"In the case of the flooding,
flood claims tend to take some time to -- for experience to evolve, so it takes a little bit longer for us to
figure out the full estimate.",flood,Climate,4.959645957569592e-05,0.04819994792342186,0.9517505168914795,0.0,0.0,1.0,71.82,15.62,0.0,0.8235294117647058,34,0
AIZ_3Q15.pdf,AIZ,2015,3Q,"You guys have -- you guys talked about the
idea that non-catastrophe weather and even non-weather-related claims activity was pretty favorable
this quarter.",catastrophe,Financial,0.9998138546943665,1.2919876098749228e-05,0.0001732877572067082,0.231,0.0,0.769,40.69,16.07,0.0,0.9565217391304348,23,1
