file_name,Ticker,Year,Quarter,sentence,keyword,category,finbert_positive,finbert_negative,finbert_neutral,vader_positive,vader_negative,vader_neutral,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,word_count,named_entity_count
UVE_4Q23.pdf,UVE,2023,4Q,"In 2023, we took yet another step toward the future by commuting Hurricane Irma, the largest
and most significant storm in our history, with the Florida Hurricane Catastrophe Fund.
",catastrophe,Financial,0.013774890452623367,0.0017649286892265081,0.984460175037384,0.062,0.131,0.806,33.58,18.5,0.0,0.896551724137931,29,3
UVE_4Q23.pdf,UVE,2023,4Q,"Our first event 2024-2025 reinsurance tower is already 90% secured, and we've negotiated additional
multiyear capacity for the future.",reinsurance,Financial,0.07079090923070908,1.4750045920663979e-05,0.9291943907737732,0.13,0.0,0.87,26.81,18.13,0.0,1.0,19,4
UVE_4Q23.pdf,UVE,2023,4Q,"Overall, growth reflects rate increases partially offset by lower
policies in force.
",rate increases,Financial,0.9272610545158386,3.0354998671100475e-05,0.07270856946706772,0.176,0.149,0.676,42.38,11.47,0.0,1.0,12,0
UVE_4Q23.pdf,UVE,2023,4Q,"As we look to the future, those rate increases are predicated on the prior 12 months' experience.",rate increases,Financial,7.769011972413864e-06,4.1867595427902415e-05,0.9999504089355469,0.0,0.0,1.0,54.22,13.86,0.0,0.9411764705882353,17,1
UVE_4Q23.pdf,UVE,2023,4Q,"I'd like to thank all of our associates, our insurers, our agency force, our reinsurance partners
and our stakeholders for their continued support of Universal.",reinsurance,Financial,0.9939479827880859,4.98406870974577e-06,0.006046987138688564,0.259,0.0,0.741,46.1,19.6,0.0,0.8,25,1
WRB_1Q08.pdf,WRB,2008,1Q,"Reinsurance area was our biggest decline in volume, roughly 30% decline in volume really across the
board.",reinsurance,Financial,2.1257956461795402e-07,0.9999973773956299,2.3663196770939976e-06,0.0,0.0,1.0,54.22,9.15,0.0,0.8823529411764706,17,1
WRB_1Q08.pdf,WRB,2008,1Q,"Our business
in Latin America continues to do well and we've gotten to the reinsurance business in our Hong Kong
operation and it is a challenging environment as is Australia, but we are quite confident that these
opportunities will result in good result for us.",reinsurance,Financial,1.0,2.088567718772083e-08,2.8263695828201207e-09,0.276,0.0,0.724,25.8,24.22,0.0,0.8444444444444444,45,3
WRB_1Q08.pdf,WRB,2008,1Q,"On an overall basis our written premiums declined 7.7% to $1.158 billion in the first quarter, more than
half of that declined again this quarter was attributable to reinsurance segment and that was primarily
as a result of reduced participation in Lloyd's business and lower writings in facultative units.",reinsurance,Financial,3.5597466307990544e-07,0.9999995231628418,1.54982885192112e-07,0.0,0.045,0.955,54.93,11.42,11.2,0.8367346938775511,49,6
WRB_1Q08.pdf,WRB,2008,1Q,"So it's
hard for them to buy reinsurance.",reinsurance,Financial,5.4469259339384735e-05,0.0018425211310386658,0.9981029033660889,0.0,0.193,0.807,88.74,8.2,0.0,1.0,8,0
WRB_1Q08.pdf,WRB,2008,1Q,"And then there is some people they are saying, hey, I don't want to give business away, I need the
premium, why should I buy reinsurance, I have enough capital.",reinsurance,Financial,0.00013505161041393876,0.0011313232826068997,0.9987336993217468,0.0,0.047,0.953,66.41,14.67,0.0,0.9,30,0
WRB_1Q09.pdf,WRB,2009,1Q,"The largest percent decreases were in the reinsurance and specialty segments, where lower exposures
resulted in premium declines of 22% and 19% respectively.",reinsurance,Financial,2.2647725927527063e-05,0.9999452829360962,3.206026667612605e-05,0.094,0.086,0.82,31.21,21.37,0.0,0.9130434782608695,23,2
WRB_1Q09.pdf,WRB,2009,1Q,"spglobal.com/marketintelligence 6of 35% was due to one reinsurance treaty in Asia that was relatively large, at least in relation to the
international segment.
",reinsurance,Financial,5.088291800348088e-06,0.0002526135358493775,0.9997422099113464,0.0,0.0,1.0,22.75,19.63,0.0,0.8695652173913043,23,3
WRB_1Q09.pdf,WRB,2009,1Q,"For the reinsurance
segment, the combined ratio was 99% and for the international segment, which is still absorbing cost
related to the startup operations in Canada and the UK, the combined ratio was just under 102%.
",reinsurance,Financial,0.003524437313899398,0.003570818342268467,0.9929048418998718,0.0,0.0,1.0,34.94,19.96,0.0,0.7222222222222222,36,4
WRB_1Q09.pdf,WRB,2009,1Q,"And then just really quickly on if I could, property in the reinsurance group or segment.",reinsurance,Financial,3.3378142688889056e-05,0.0025607245042920113,0.9974058270454407,0.0,0.0,1.0,63.7,11.4,0.0,1.0,16,0
