file_name,Ticker,Year,Quarter,sentence,keyword,category,finbert_positive,finbert_negative,finbert_neutral,vader_positive,vader_negative,vader_neutral,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,word_count,named_entity_count
CINF_3Q18.pdf,CINF,2018,3Q,"The
remaining growth in net income largely reflects improved underwriting results despite higher catastrophe
losses, and is reflected by our improving property casualty combined ratio and 41% growth in non-GAAP
operating income.",catastrophe,Financial,1.0,2.163715651093412e-09,2.1607791111932784e-09,0.373,0.075,0.552,5.16,22.8,0.0,0.90625,32,1
CINF_3Q18.pdf,CINF,2018,3Q,"5line segment in Cincinnati Re were affected by significant levels of weather-related catastrophe losses,
experiencing third quarter combined ratios a little over 100%.",catastrophe,Financial,3.097635499216267e-07,0.9999988079071045,8.897030738808098e-07,0.063,0.305,0.632,14.29,17.9,0.0,1.0,23,4
CINF_3Q18.pdf,CINF,2018,3Q,"Well, we're feeling pretty good about private passenger auto, that we think the rate increases, the
analytics that we're applying are setting things in a good direction there.",rate increases,Financial,1.0,2.858753456180807e-09,1.349306533171557e-08,0.364,0.0,0.636,43.06,15.49,0.0,0.8571428571428571,28,0
CINF_3Q18.pdf,CINF,2018,3Q,"And we have been taking some
fairly significant rate increases, as we've disclosed, in the upper single-digit range.",rate increases,Financial,0.9983527660369873,1.2544229321065359e-05,0.0016348157078027725,0.096,0.0,0.904,53.21,11.64,0.0,1.0,18,0
CINF_3Q18.pdf,CINF,2018,3Q,"Our rate increases in homeowners are mid-single digits, and we see that
strengthening over the next couple of years.",rate increases,Financial,1.0,3.6198599673298304e-09,3.8084955633621576e-08,0.151,0.0,0.849,60.65,13.92,0.0,1.0,19,1
CINF_3Q18.pdf,CINF,2018,3Q,"And also, in addition to rate increases, we'll continue to do CINCINNATI FINANCIAL CORPORATION FQ3 2018 EARNINGS CALL  OCT 26, 2018
",rate increases,Financial,2.092768909278675e-06,0.0001008839244605042,0.9998970031738281,0.0,0.0,1.0,41.7,17.92,0.0,0.9047619047619048,21,2
CINF_3Q18.pdf,CINF,2018,3Q,"Then
we have Cincinnati Re that writes reinsurance, and it has brought a lot of talent to the table in terms of
the modeling of catastrophe risks, the handling of different types of complex risks, that they can share
the expertise of their underwriters with the underwriters that we have on the direct side.",catastrophe,Financial,0.08258896321058273,2.5828179786913097e-05,0.9173852205276489,0.081,0.14,0.779,33.59,25.3,0.0,0.7037037037037037,54,1
CINF_3Q18.pdf,CINF,2018,3Q,"Similarly, with
Beaufort, Beaufort doesn't do reinsurance.",reinsurance,Financial,7.588062658214767e-07,4.883510700892657e-05,0.9999504089355469,0.0,0.0,1.0,22.07,14.23,0.0,1.0,7,2
CINF_3Q18.pdf,CINF,2018,3Q,"And that is why we are seeing the ex cat
loss ratios moving down a bit from where they had been, both quarter-over-quarter and on a year-to-date
basis, for the commercial auto.
",loss ratios,Financial,3.519626261550002e-05,0.9996923208236694,0.0002725186641328037,0.0,0.073,0.927,64.38,14.05,0.0,0.9375,32,0
CINF_3Q19.pdf,CINF,2019,3Q,"Our personal lines segment also continued to experience average rate increases similar to the
second quarter of 2019.
",rate increases,Financial,0.9995030164718628,3.3095279832195956e-06,0.0004936214536428452,0.0,0.0,1.0,27.83,20.53,0.0,0.9444444444444444,18,1
