file_name,Ticker,Year,Quarter,sentence,keyword,category,finbert_positive,finbert_negative,finbert_neutral,vader_positive,vader_negative,vader_neutral,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,word_count,named_entity_count
MAP_1Q15.pdf,MAP,2015,1Q,"Are you thinking of adopting some
excess cost reinsurance to protect you against a future recurrence of such events?
",reinsurance,Financial,0.0017084040446206927,0.00950676016509533,0.9887847900390625,0.133,0.0,0.867,60.65,11.81,0.0,0.8947368421052632,19,0
MAP_1Q15.pdf,MAP,2015,1Q,"In terms of reinsurance,
we have changed our policy on car insurance.",reinsurance,Financial,3.0864243854011875e-06,0.00015110542881302536,0.9998457431793213,0.0,0.0,1.0,67.76,14.8,0.0,1.0,12,0
MAP_1Q15.pdf,MAP,2015,1Q,"[ph] that accumulated within -- more than 13 years --
13 days continually, which involves difficulties in terms of considering these as a catastrophic event in
a reinsurance contract.",reinsurance,Financial,4.075278923210135e-07,0.9999668598175049,3.275731432950124e-05,0.0,0.178,0.822,27.15,19.69,0.0,0.8620689655172413,29,2
MAP_1Q15.pdf,MAP,2015,1Q,"In any case, reinsurance is one of the measures, but the main measures should
come and they are coming from the side of increasing tariffs and increasing deductibles.",reinsurance,Financial,0.0004886085516773164,0.006667640525847673,0.9928438067436218,0.0,0.0,1.0,59.98,14.06,0.0,0.8214285714285714,28,0
MAP_1Q15.pdf,MAP,2015,1Q,"Are we -- due to the worsening loss ratios, are we looking at
more reinsurance there?",loss ratios,Financial,0.00011507505405461416,0.2612394392490387,0.7386454343795776,0.0,0.275,0.725,73.17,11.33,0.0,0.9375,16,0
MAP_1Q15.pdf,MAP,2015,1Q,"So my question was that on MAPFRE FAMILIAR, the -- especially motor and home, the loss ratios are
increasing.",loss ratios,Financial,0.1926596611738205,0.2838028073310852,0.5235375165939331,0.0,0.113,0.887,53.21,13.87,0.0,0.9473684210526315,19,0
MAP_1Q15.pdf,MAP,2015,1Q,"So are we looking at more reinsurance there to -- as a safety measure?
",reinsurance,Financial,0.00019850555690936744,0.001877342932857573,0.9979240894317627,0.189,0.0,0.811,75.2,8.28,0.0,1.0,14,0
MAP_1Q15.pdf,MAP,2015,1Q,"Look, reinsurance, we don't really buy to a large extent in the FAMILIAR business.",reinsurance,Financial,1.1636834642558824e-06,0.00025706421001814306,0.9997417330741882,0.0,0.0,1.0,57.27,11.31,0.0,1.0,14,1
MAP_1Q15.pdf,MAP,2015,1Q,"We do
have reinsurance, but for very extreme events on both cases and in the case of household insurance, we
also have a public scheme in Spain called Consortium",reinsurance,Financial,5.804000124953745e-07,0.00023376697208732367,0.9997656941413879,0.0,0.0,1.0,58.96,15.74,0.0,0.9310344827586207,29,2
MAP_1Q15.pdf,MAP,2015,1Q,"But reinsurance is not really a meaningful means of correcting that
in the retail business in Spain.",reinsurance,Financial,7.577276846859604e-05,0.014637501910328865,0.9852867126464844,0.0,0.156,0.844,54.22,13.86,0.0,0.9411764705882353,17,1
MAP_1Q16.pdf,MAP,2016,1Q,"We have had extraordinary losses in EMEA due to negative runoffs in ASISTENCIA as well
as several large corporate claims of GLOBAL RISKS due to 2 big losses in Germany and U.K. And finally in
APAC, results have been affected by the Taiwan earthquake.
",earthquake,Climate,1.8739702909442713e-06,0.9999963045120239,1.8413838915876113e-06,0.04,0.257,0.703,57.61,13.35,0.0,0.8181818181818182,44,8
MAP_1Q16.pdf,MAP,2016,1Q,"It's also worth mentioning the impact from the Taiwan earthquake on the
results at GLOBAL RISKS in APAC.
",earthquake,Climate,5.489860268426128e-05,0.7248731851577759,0.275071918964386,0.092,0.137,0.772,70.13,9.42,0.0,0.8888888888888888,18,3
MAP_1Q16.pdf,MAP,2016,1Q,"The expense ratio has
fallen by 0.9 percentage points, thanks to higher commissions from ceded reinsurance in the U.S.A.,
reductions in the motor and industrial risk segments in Brazil, improvement in the already high efficiency
levels in Iberia, decreases in Mexico in motor, industrial risk and health segments.",reinsurance,Financial,0.9999247789382935,4.644621367333457e-05,2.8701373594230972e-05,0.147,0.117,0.736,46.78,13.9,13.6,0.7708333333333334,48,5
MAP_1Q16.pdf,MAP,2016,1Q,"New measures has been implemented
from angles of the business, rate increases, and overall prices improvement actions, agency management,
underwriting controls and new product features.",rate increases,Financial,0.7627511024475098,0.0002005470887525007,0.23704826831817627,0.111,0.0,0.889,29.18,18.0,0.0,0.96,25,0
MAP_1Q17.pdf,MAP,2017,1Q,"We carried out our rate increases in previous years, and I think we have increased our rates during 2015
and 2016 enough.",rate increases,Financial,0.015174884349107742,0.00010971451411023736,0.9847153425216675,0.095,0.0,0.905,74.53,12.44,0.0,0.9090909090909091,22,3
MAP_1Q17.pdf,MAP,2017,1Q,"And market volatility affected our financial results was offset by shadow accounting and
currency movements were reduced as well.",market volatility,Risk,8.287289529107511e-05,0.9994454979896545,0.00047166310832835734,0.101,0.077,0.821,35.27,18.13,0.0,1.0,19,0
MAP_1Q17.pdf,MAP,2017,1Q,"As you
can see, our solvency margin has been quite stable through the year, despite certain market volatility.
",market volatility,Risk,0.9987014532089233,0.0010188876185566187,0.0002796629851218313,0.123,0.089,0.788,61.67,11.64,0.0,1.0,18,1
MAP_1Q17.pdf,MAP,2017,1Q,"That's
mainly -- MAPFRE GLOBAL RISKS protects mainly through non professional reinsurance.",reinsurance,Financial,6.853616469015833e-06,1.0670781193766743e-05,0.999982476234436,0.152,0.187,0.661,43.39,11.67,0.0,0.9166666666666666,12,0
MAP_1Q17.pdf,MAP,2017,1Q,"The reinsurance combined ratio remains
low despite moderately active -- despite, excuse me, despite a moderately active cat in the quarter,
particularly in LATAM.",reinsurance,Financial,0.0009363924618810415,0.9981359243392944,0.0009276188793592155,0.0,0.292,0.708,14.29,14.42,0.0,0.8333333333333334,24,2
MAP_1Q17.pdf,MAP,2017,1Q,"And also small loss in Chile due to their wildfires during the
first quarter.",wildfire,Climate,2.417097675788682e-06,0.9996494054794312,0.00034823009627871215,0.0,0.15,0.85,82.65,5.6,0.0,1.0,14,2
MAP_1Q18.pdf,MAP,2018,1Q,"The result stood at over EUR 187 million with the
underlying result slightly under EUR 174 million, not only 0.3% year-on-year with a net -- with a --
annualized at 9% ROE, excluding part of 2017 catastrophes.",catastrophe,Financial,0.2739131450653076,0.000841075147036463,0.7252458333969116,0.0,0.108,0.892,62.17,11.57,0.0,0.8108108108108109,37,7
